kind;class;element;ChangingClasses;ChangingMethods;CouplingDispersion;CouplingIntensity;CyclomaticComplexity;MaxCallChain;MaxNesting;MethodLinesOfCode;NumberOfAccessedVariables;ParameterCount;smells_count;smells
public method;br.ufal.academico.web.session.oferta.CadastroOfertaBean;br.ufal.academico.web.session.oferta.CadastroOfertaBean.alterarDocenteTurma;0,0;0,0;0,75;8,0;2,0;3,0;1,0;8,0;7,0;0,0;16;MessageChain,FeatureEnvy,IntensiveCoupling
public method;br.ufal.academico.web.session.oferta.CadastroOfertaBean;br.ufal.academico.web.session.oferta.CadastroOfertaBean.novoDocenteTurma;0,0;0,0;0,75;4,0;1,0;2,0;0,0;6,0;5,0;0,0;16;MessageChain,FeatureEnvy,IntensiveCoupling
public method;br.ufal.academico.web.session.oferta.CadastroOfertaBean;br.ufal.academico.web.session.oferta.CadastroOfertaBean.adicionarDocenteModuloTurma;0,0;0,0;0,666666666667;12,0;2,0;4,0;1,0;11,0;9,0;0,0;18;MessageChain,FeatureEnvy,IntensiveCoupling
public method;br.ufal.academico.web.session.oferta.CadastroOfertaBean;br.ufal.academico.web.session.oferta.CadastroOfertaBean.alterarDocenteModuloTurma;0,0;0,0;0,8;10,0;2,0;4,0;1,0;9,0;9,0;0,0;19;MessageChain,FeatureEnvy,IntensiveCoupling
public method;br.ufal.academico.web.session.oferta.CadastroOfertaBean;br.ufal.academico.web.session.oferta.CadastroOfertaBean.novoDocenteModuloTurma;0,0;0,0;1,0;2,0;1,0;2,0;0,0;3,0;2,0;0,0;19;MessageChain,FeatureEnvy,IntensiveCoupling
private method;br.ufal.academico.web.session.oferta.CadastroOfertaBean;br.ufal.academico.web.session.oferta.CadastroOfertaBean.limparModuloTurmaProfessor;1,0;2,0;0,4;5,0;1,0;2,0;0,0;6,0;2,0;0,0;20;MessageChain,FeatureEnvy,IntensiveCoupling
public method;br.ufal.academico.web.session.oferta.CadastroOfertaBean;br.ufal.academico.web.session.oferta.CadastroOfertaBean.excluirHorarioAula;0,0;0,0;0,833333333333;6,0;2,0;3,0;1,0;9,0;7,0;0,0;20;MessageChain,FeatureEnvy,IntensiveCoupling
public method;br.ufal.academico.web.session.oferta.CadastroOfertaBean;br.ufal.academico.web.session.oferta.CadastroOfertaBean.removerAssociacaoDocente;0,0;0,0;0,714285714286;7,0;2,0;3,0;1,0;8,0;7,0;0,0;20;MessageChain,FeatureEnvy,IntensiveCoupling
public method;br.ufal.academico.web.session.oferta.CadastroOfertaBean;br.ufal.academico.web.session.oferta.CadastroOfertaBean.removerModuloTurmaDocente;0,0;0,0;0,75;8,0;2,0;4,0;1,0;8,0;7,0;0,0;21;MessageChain,FeatureEnvy,IntensiveCoupling
public method;br.ufal.academico.web.session.oferta.CadastroOfertaBean;br.ufal.academico.web.session.oferta.CadastroOfertaBean.removerSolicitacaoDocente;0,0;0,0;0,75;4,0;2,0;3,0;1,0;8,0;6,0;0,0;21;MessageChain,FeatureEnvy,IntensiveCoupling
public method;br.ufal.academico.web.session.oferta.CadastroOfertaBean;br.ufal.academico.web.session.oferta.CadastroOfertaBean.reenviarSolicitacaoDocente;0,0;0,0;0,666666666667;6,0;2,0;3,0;1,0;9,0;9,0;0,0;21;MessageChain,FeatureEnvy,IntensiveCoupling
public method;br.ufal.academico.web.session.oferta.CadastroOfertaBean;br.ufal.academico.web.session.oferta.CadastroOfertaBean.carregarEdicaoHorarioAula;0,0;0,0;0,714285714286;7,0;5,0;2,0;1,0;13,0;11,0;1,0;21;MessageChain,FeatureEnvy,IntensiveCoupling
public method;br.ufal.academico.web.session.oferta.CadastroOfertaBean;br.ufal.academico.web.session.oferta.CadastroOfertaBean.editarAssociacaoDocente;0,0;0,0;1,0;1,0;1,0;1,0;0,0;3,0;3,0;1,0;21;MessageChain,FeatureEnvy,IntensiveCoupling
public method;br.ufal.academico.web.session.oferta.CadastroOfertaBean;br.ufal.academico.web.session.oferta.CadastroOfertaBean.carregarEdicaoTurma;0,0;0,0;0,6;20,0;3,0;3,0;1,0;21,0;17,0;1,0;21;MessageChain,FeatureEnvy,IntensiveCoupling
private method;br.ufal.academico.web.session.oferta.CadastroOfertaBean;br.ufal.academico.web.session.oferta.CadastroOfertaBean.adicionarDocentesCedidosProfessoresUnidade;1,0;1,0;0,666666666667;3,0;4,0;2,0;3,0;5,0;5,0;0,0;21;MessageChain,FeatureEnvy,IntensiveCoupling
public method;br.ufal.academico.web.session.oferta.CadastroOfertaBean;br.ufal.academico.web.session.oferta.CadastroOfertaBean.alterarTurma;0,0;0,0;0,25;12,0;2,0;2,0;1,0;13,0;7,0;0,0;22;MessageChain,FeatureEnvy,IntensiveCoupling
public method;br.ufal.academico.web.session.oferta.CadastroOfertaBean;br.ufal.academico.web.session.oferta.CadastroOfertaBean.removerTurma;0,0;0,0;1,0;5,0;2,0;2,0;1,0;9,0;6,0;0,0;22;MessageChain,FeatureEnvy,IntensiveCoupling
public method;br.ufal.academico.web.session.oferta.CadastroOfertaBean;br.ufal.academico.web.session.oferta.CadastroOfertaBean.setupExclusaoTurma;0,0;0,0;0,833333333333;6,0;1,0;2,0;0,0;6,0;7,0;0,0;22;MessageChain,FeatureEnvy,IntensiveCoupling
private method;br.ufal.academico.web.session.oferta.CadastroOfertaBean;br.ufal.academico.web.session.oferta.CadastroOfertaBean.verificarPermissaoExclusaoTurma;1,0;1,0;1,0;2,0;3,0;2,0;2,0;5,0;3,0;2,0;22;MessageChain,FeatureEnvy,IntensiveCoupling
public method;br.ufal.academico.web.session.oferta.CadastroOfertaBean;br.ufal.academico.web.session.oferta.CadastroOfertaBean.removerTurmaDesmatricularAlunos;0,0;0,0;1,0;3,0;2,0;2,0;1,0;9,0;6,0;0,0;22;MessageChain,FeatureEnvy,IntensiveCoupling
public method;br.ufal.academico.web.session.oferta.CadastroOfertaBean;br.ufal.academico.web.session.oferta.CadastroOfertaBean.carregarTurmaLiberacaoMatricula;0,0;0,0;0,5;10,0;2,0;2,0;1,0;13,0;9,0;1,0;23;MessageChain,FeatureEnvy,IntensiveCoupling
public method;br.ufal.academico.web.session.oferta.CadastroOfertaBean;br.ufal.academico.web.session.oferta.CadastroOfertaBean.liberarTurmaParaMatricula;0,0;0,0;0,571428571429;7,0;2,0;2,0;1,0;8,0;6,0;0,0;24;MessageChain,FeatureEnvy,IntensiveCoupling
public method;br.ufal.academico.web.session.oferta.CadastroOfertaBean;br.ufal.academico.web.session.oferta.CadastroOfertaBean.carregarTurmaAjusteHorario;0,0;0,0;0,75;4,0;2,0;1,0;1,0;10,0;8,0;1,0;24;MessageChain,FeatureEnvy,IntensiveCoupling
public method;br.ufal.academico.web.session.oferta.CadastroOfertaBean;br.ufal.academico.web.session.oferta.CadastroOfertaBean.retornarTurmaAjusteHorario;0,0;0,0;0,571428571429;7,0;2,0;2,0;1,0;8,0;7,0;0,0;25;MessageChain,FeatureEnvy,IntensiveCoupling
public method;br.ufal.academico.web.session.oferta.CadastroOfertaBean;br.ufal.academico.web.session.oferta.CadastroOfertaBean.isOfertaLiberada;0,0;0,0;0,5;6,0;3,0;2,0;1,0;7,0;4,0;0,0;25;MessageChain,FeatureEnvy,IntensiveCoupling
public method;br.ufal.academico.web.session.oferta.CadastroOfertaBean;br.ufal.academico.web.session.oferta.CadastroOfertaBean.getAno;0,0;0,0;0,0;0,0;1,0;0,0;0,0;2,0;1,0;0,0;25;MessageChain,FeatureEnvy,IntensiveCoupling
public method;br.ufal.academico.web.session.oferta.CadastroOfertaBean;br.ufal.academico.web.session.oferta.CadastroOfertaBean.setAno;0,0;0,0;0,0;0,0;1,0;0,0;0,0;2,0;2,0;1,0;25;MessageChain,FeatureEnvy,IntensiveCoupling
public method;br.ufal.academico.web.session.oferta.CadastroOfertaBean;br.ufal.academico.web.session.oferta.CadastroOfertaBean.getCurso;0,0;0,0;0,0;0,0;1,0;0,0;0,0;2,0;1,0;0,0;25;MessageChain,FeatureEnvy,IntensiveCoupling
public method;br.ufal.academico.web.session.oferta.CadastroOfertaBean;br.ufal.academico.web.session.oferta.CadastroOfertaBean.setCurso;0,0;0,0;0,0;0,0;1,0;0,0;0,0;2,0;2,0;1,0;25;MessageChain,FeatureEnvy,IntensiveCoupling
public method;br.ufal.academico.web.session.oferta.CadastroOfertaBean;br.ufal.academico.web.session.oferta.CadastroOfertaBean.getVersaoCurso;0,0;0,0;0,0;0,0;1,0;0,0;0,0;2,0;1,0;0,0;25;MessageChain,FeatureEnvy,IntensiveCoupling
public method;br.ufal.academico.web.session.oferta.CadastroOfertaBean;br.ufal.academico.web.session.oferta.CadastroOfertaBean.setVersaoCurso;0,0;0,0;0,0;0,0;1,0;0,0;0,0;2,0;2,0;1,0;25;MessageChain,FeatureEnvy,IntensiveCoupling
public method;br.ufal.academico.web.session.oferta.CadastroOfertaBean;br.ufal.academico.web.session.oferta.CadastroOfertaBean.getVersoesCurso;0,0;0,0;0,0;0,0;1,0;0,0;0,0;2,0;1,0;0,0;25;MessageChain,FeatureEnvy,IntensiveCoupling
public method;br.ufal.academico.web.session.oferta.CadastroOfertaBean;br.ufal.academico.web.session.oferta.CadastroOfertaBean.setVersoesCurso;0,0;0,0;0,0;0,0;1,0;0,0;0,0;2,0;2,0;1,0;25;MessageChain,FeatureEnvy,IntensiveCoupling
public method;br.ufal.academico.web.session.oferta.CadastroOfertaBean;br.ufal.academico.web.session.oferta.CadastroOfertaBean.setPeriodoSelecionado;0,0;0,0;0,0;0,0;1,0;0,0;0,0;2,0;2,0;1,0;25;MessageChain,FeatureEnvy,IntensiveCoupling
public method;br.ufal.academico.web.session.oferta.CadastroOfertaBean;br.ufal.academico.web.session.oferta.CadastroOfertaBean.getPeriodoSelecionado;0,0;0,0;0,0;0,0;1,0;0,0;0,0;2,0;1,0;0,0;25;MessageChain,FeatureEnvy,IntensiveCoupling
public method;br.ufal.academico.web.session.oferta.CadastroOfertaBean;br.ufal.academico.web.session.oferta.CadastroOfertaBean.getPeriodos;0,0;0,0;0,0;0,0;1,0;0,0;0,0;2,0;1,0;0,0;25;MessageChain,FeatureEnvy,IntensiveCoupling
public method;br.ufal.academico.web.session.oferta.CadastroOfertaBean;br.ufal.academico.web.session.oferta.CadastroOfertaBean.setPeriodos;0,0;0,0;0,0;0,0;1,0;0,0;0,0;2,0;2,0;1,0;25;MessageChain,FeatureEnvy,IntensiveCoupling
public method;br.ufal.academico.web.session.oferta.CadastroOfertaBean;br.ufal.academico.web.session.oferta.CadastroOfertaBean.getOfertaSelecionada;0,0;0,0;0,0;0,0;1,0;0,0;0,0;2,0;1,0;0,0;25;MessageChain,FeatureEnvy,IntensiveCoupling
public method;br.ufal.academico.web.session.oferta.CadastroOfertaBean;br.ufal.academico.web.session.oferta.CadastroOfertaBean.setOfertaSelecionada;0,0;0,0;0,0;0,0;1,0;0,0;0,0;2,0;2,0;1,0;25;MessageChain,FeatureEnvy,IntensiveCoupling
public method;br.ufal.academico.web.session.oferta.CadastroOfertaBean;br.ufal.academico.web.session.oferta.CadastroOfertaBean.getDisciplinas;0,0;0,0;0,0;0,0;1,0;0,0;0,0;2,0;1,0;0,0;25;MessageChain,FeatureEnvy,IntensiveCoupling
public method;br.ufal.academico.web.session.oferta.CadastroOfertaBean;br.ufal.academico.web.session.oferta.CadastroOfertaBean.setDisciplinas;0,0;0,0;0,0;0,0;1,0;0,0;0,0;2,0;2,0;1,0;25;MessageChain,FeatureEnvy,IntensiveCoupling
public method;br.ufal.academico.web.session.oferta.CadastroOfertaBean;br.ufal.academico.web.session.oferta.CadastroOfertaBean.getModulosDiciplina;0,0;0,0;0,0;0,0;1,0;0,0;0,0;2,0;1,0;0,0;25;MessageChain,FeatureEnvy,IntensiveCoupling
public method;br.ufal.academico.web.session.oferta.CadastroOfertaBean;br.ufal.academico.web.session.oferta.CadastroOfertaBean.setModulosDiciplina;0,0;0,0;0,0;0,0;1,0;0,0;0,0;2,0;2,0;1,0;25;MessageChain,FeatureEnvy,IntensiveCoupling
public method;br.ufal.academico.web.session.oferta.CadastroOfertaBean;br.ufal.academico.web.session.oferta.CadastroOfertaBean.getTurma;0,0;0,0;0,0769230769231;13,0;8,0;1,0;1,0;16,0;2,0;0,0;26;MessageChain,FeatureEnvy,IntensiveCoupling
public method;br.ufal.academico.web.session.oferta.CadastroOfertaBean;br.ufal.academico.web.session.oferta.CadastroOfertaBean.setTurma;0,0;0,0;0,0;0,0;1,0;0,0;0,0;2,0;2,0;1,0;26;MessageChain,FeatureEnvy,IntensiveCoupling
public method;br.ufal.academico.web.session.oferta.CadastroOfertaBean;br.ufal.academico.web.session.oferta.CadastroOfertaBean.getAssociacaoProfessor;0,0;0,0;0,0;0,0;1,0;0,0;0,0;2,0;1,0;0,0;26;MessageChain,FeatureEnvy,IntensiveCoupling
public method;br.ufal.academico.web.session.oferta.CadastroOfertaBean;br.ufal.academico.web.session.oferta.CadastroOfertaBean.setAssociacaoProfessor;0,0;0,0;0,0;0,0;1,0;0,0;0,0;2,0;2,0;1,0;26;MessageChain,FeatureEnvy,IntensiveCoupling
public method;br.ufal.academico.web.session.oferta.CadastroOfertaBean;br.ufal.academico.web.session.oferta.CadastroOfertaBean.setAssociacaoProfessorRemocao;0,0;0,0;1,0;1,0;1,0;1,0;0,0;3,0;3,0;1,0;26;MessageChain,FeatureEnvy,IntensiveCoupling
public method;br.ufal.academico.web.session.oferta.CadastroOfertaBean;br.ufal.academico.web.session.oferta.CadastroOfertaBean.setModuloTurmaProfessorRemocao;0,0;0,0;1,0;1,0;1,0;1,0;0,0;3,0;3,0;1,0;26;MessageChain,FeatureEnvy,IntensiveCoupling
public method;br.ufal.academico.web.session.oferta.CadastroOfertaBean;br.ufal.academico.web.session.oferta.CadastroOfertaBean.getSolicitacaoDocenteSelecionado;0,0;0,0;0,0;0,0;1,0;0,0;0,0;2,0;1,0;0,0;26;MessageChain,FeatureEnvy,IntensiveCoupling
public method;br.ufal.academico.web.session.oferta.CadastroOfertaBean;br.ufal.academico.web.session.oferta.CadastroOfertaBean.setSolicitacaoDocenteSelecionado;0,0;0,0;1,0;1,0;1,0;1,0;0,0;3,0;3,0;1,0;26;MessageChain,FeatureEnvy,IntensiveCoupling
public method;br.ufal.academico.web.session.oferta.CadastroOfertaBean;br.ufal.academico.web.session.oferta.CadastroOfertaBean.setSolicitacaoDocenteReenvio;0,0;0,0;1,0;1,0;1,0;1,0;0,0;3,0;3,0;1,0;26;MessageChain,FeatureEnvy,IntensiveCoupling
public method;br.ufal.academico.web.session.oferta.CadastroOfertaBean;br.ufal.academico.web.session.oferta.CadastroOfertaBean.getModuloTurmaProfessor;0,0;0,0;0,0;0,0;1,0;0,0;0,0;2,0;1,0;0,0;26;MessageChain,FeatureEnvy,IntensiveCoupling
public method;br.ufal.academico.web.session.oferta.CadastroOfertaBean;br.ufal.academico.web.session.oferta.CadastroOfertaBean.setModuloTurmaProfessor;0,0;0,0;0,0;0,0;1,0;0,0;0,0;2,0;2,0;1,0;26;MessageChain,FeatureEnvy,IntensiveCoupling
public method;br.ufal.academico.web.session.oferta.CadastroOfertaBean;br.ufal.academico.web.session.oferta.CadastroOfertaBean.setModuloTurmaProfessorEdicao;0,0;0,0;1,0;1,0;1,0;1,0;0,0;3,0;3,0;1,0;26;MessageChain,FeatureEnvy,IntensiveCoupling
public method;br.ufal.academico.web.session.oferta.CadastroOfertaBean;br.ufal.academico.web.session.oferta.CadastroOfertaBean.getHorarioAula;1,0;2,0;0,1;10,0;1,0;1,0;1,0;7,0;1,0;0,0;27;MessageChain,FeatureEnvy,IntensiveCoupling
public method;br.ufal.academico.web.session.oferta.CadastroOfertaBean;br.ufal.academico.web.session.oferta.CadastroOfertaBean.setHorarioAula;0,0;0,0;0,0;0,0;1,0;0,0;0,0;2,0;2,0;1,0;27;MessageChain,FeatureEnvy,IntensiveCoupling
public method;br.ufal.academico.web.session.oferta.CadastroOfertaBean;br.ufal.academico.web.session.oferta.CadastroOfertaBean.getHorarioAulaRemocao;0,0;0,0;0,0;0,0;1,0;0,0;0,0;2,0;1,0;0,0;27;MessageChain,FeatureEnvy,IntensiveCoupling
public method;br.ufal.academico.web.session.oferta.CadastroOfertaBean;br.ufal.academico.web.session.oferta.CadastroOfertaBean.setHorarioAulaRemocao;0,0;0,0;1,0;1,0;1,0;1,0;0,0;3,0;3,0;1,0;27;MessageChain,FeatureEnvy,IntensiveCoupling
public method;br.ufal.academico.web.session.oferta.CadastroOfertaBean;br.ufal.academico.web.session.oferta.CadastroOfertaBean.getHorarioEspaco;0,0;0,0;0,5;4,0;1,0;2,0;1,0;4,0;1,0;0,0;28;MessageChain,FeatureEnvy,IntensiveCoupling
public method;br.ufal.academico.web.session.oferta.CadastroOfertaBean;br.ufal.academico.web.session.oferta.CadastroOfertaBean.setHorarioEspaco;0,0;0,0;0,0;0,0;1,0;0,0;0,0;2,0;2,0;1,0;28;MessageChain,FeatureEnvy,IntensiveCoupling
public method;br.ufal.academico.web.session.oferta.CadastroOfertaBean;br.ufal.academico.web.session.oferta.CadastroOfertaBean.getTurmaSelecionada;0,0;0,0;0,0;0,0;1,0;0,0;0,0;2,0;1,0;0,0;28;MessageChain,FeatureEnvy,IntensiveCoupling
public method;br.ufal.academico.web.session.oferta.CadastroOfertaBean;br.ufal.academico.web.session.oferta.CadastroOfertaBean.setTurmaSelecionada;0,0;0,0;0,0;0,0;1,0;0,0;0,0;2,0;2,0;1,0;28;MessageChain,FeatureEnvy,IntensiveCoupling
public method;br.ufal.academico.web.session.oferta.CadastroOfertaBean;br.ufal.academico.web.session.oferta.CadastroOfertaBean.getUnidadesAcademicas;0,0;0,0;0,0;0,0;1,0;0,0;0,0;2,0;1,0;0,0;28;MessageChain,FeatureEnvy,IntensiveCoupling
public method;br.ufal.academico.web.session.oferta.CadastroOfertaBean;br.ufal.academico.web.session.oferta.CadastroOfertaBean.setUnidadeAcademicaSolicitada;1,0;1,0;0,0;0,0;1,0;0,0;0,0;2,0;2,0;1,0;28;MessageChain,FeatureEnvy,IntensiveCoupling
public method;br.ufal.academico.web.session.oferta.CadastroOfertaBean;br.ufal.academico.web.session.oferta.CadastroOfertaBean.getUnidadeAcademicaSolicitada;0,0;0,0;0,0;0,0;1,0;0,0;0,0;2,0;1,0;0,0;28;MessageChain,FeatureEnvy,IntensiveCoupling
public method;br.ufal.academico.web.session.oferta.CadastroOfertaBean;br.ufal.academico.web.session.oferta.CadastroOfertaBean.getPapeisProfessor;0,0;0,0;0,0;0,0;1,0;0,0;0,0;2,0;1,0;0,0;28;MessageChain,FeatureEnvy,IntensiveCoupling
public method;br.ufal.academico.web.session.oferta.CadastroOfertaBean;br.ufal.academico.web.session.oferta.CadastroOfertaBean.getEspacosFisicos;0,0;0,0;0,0;0,0;1,0;0,0;0,0;2,0;1,0;0,0;28;MessageChain,FeatureEnvy,IntensiveCoupling
public method;br.ufal.academico.web.session.oferta.CadastroOfertaBean;br.ufal.academico.web.session.oferta.CadastroOfertaBean.getTiposAulas;0,0;0,0;0,0;0,0;1,0;0,0;0,0;2,0;1,0;0,0;28;MessageChain,FeatureEnvy,IntensiveCoupling
public method;br.ufal.academico.web.session.oferta.CadastroOfertaBean;br.ufal.academico.web.session.oferta.CadastroOfertaBean.getEscopos;0,0;0,0;0,0;0,0;1,0;0,0;0,0;2,0;1,0;0,0;28;MessageChain,FeatureEnvy,IntensiveCoupling
public method;br.ufal.academico.web.session.oferta.CadastroOfertaBean;br.ufal.academico.web.session.oferta.CadastroOfertaBean.getTiposTurmas;0,0;0,0;0,0;0,0;1,0;0,0;0,0;2,0;1,0;0,0;28;MessageChain,FeatureEnvy,IntensiveCoupling
public method;br.ufal.academico.web.session.oferta.CadastroOfertaBean;br.ufal.academico.web.session.oferta.CadastroOfertaBean.getCalendarios;0,0;0,0;0,0;0,0;1,0;0,0;0,0;2,0;1,0;0,0;28;MessageChain,FeatureEnvy,IntensiveCoupling
public method;br.ufal.academico.web.session.oferta.CadastroOfertaBean;br.ufal.academico.web.session.oferta.CadastroOfertaBean.getDiasSemana;0,0;0,0;0,0;0,0;1,0;0,0;0,0;2,0;1,0;0,0;28;MessageChain,FeatureEnvy,IntensiveCoupling
public method;br.ufal.academico.web.session.oferta.CadastroOfertaBean;br.ufal.academico.web.session.oferta.CadastroOfertaBean.getDuracoesAula;0,0;0,0;0,0;0,0;1,0;0,0;0,0;2,0;1,0;0,0;28;MessageChain,FeatureEnvy,IntensiveCoupling
public method;br.ufal.academico.web.session.oferta.CadastroOfertaBean;br.ufal.academico.web.session.oferta.CadastroOfertaBean.getHorariosAula;0,0;0,0;0,0;0,0;1,0;0,0;0,0;2,0;1,0;0,0;28;MessageChain,FeatureEnvy,IntensiveCoupling
public method;br.ufal.academico.web.session.oferta.CadastroOfertaBean;br.ufal.academico.web.session.oferta.CadastroOfertaBean.setHorariosAula;0,0;0,0;0,0;0,0;1,0;0,0;0,0;2,0;2,0;1,0;28;MessageChain,FeatureEnvy,IntensiveCoupling
public method;br.ufal.academico.web.session.oferta.CadastroOfertaBean;br.ufal.academico.web.session.oferta.CadastroOfertaBean.getAssociacoesProfessor;0,0;0,0;0,0;0,0;1,0;0,0;0,0;2,0;1,0;0,0;28;MessageChain,FeatureEnvy,IntensiveCoupling
public method;br.ufal.academico.web.session.oferta.CadastroOfertaBean;br.ufal.academico.web.session.oferta.CadastroOfertaBean.setAssociacoesProfessor;0,0;0,0;0,0;0,0;1,0;0,0;0,0;2,0;2,0;1,0;28;MessageChain,FeatureEnvy,IntensiveCoupling
public method;br.ufal.academico.web.session.oferta.CadastroOfertaBean;br.ufal.academico.web.session.oferta.CadastroOfertaBean.getSolicitacoesDocente;0,0;0,0;0,0;0,0;1,0;0,0;0,0;2,0;1,0;0,0;28;MessageChain,FeatureEnvy,IntensiveCoupling
public method;br.ufal.academico.web.session.oferta.CadastroOfertaBean;br.ufal.academico.web.session.oferta.CadastroOfertaBean.setSolicitacoesDocente;0,0;0,0;0,0;0,0;1,0;0,0;0,0;2,0;2,0;1,0;28;MessageChain,FeatureEnvy,IntensiveCoupling
public method;br.ufal.academico.web.session.oferta.CadastroOfertaBean;br.ufal.academico.web.session.oferta.CadastroOfertaBean.getProfessoresUnidade;0,0;0,0;0,0;0,0;1,0;0,0;0,0;2,0;1,0;0,0;28;MessageChain,FeatureEnvy,IntensiveCoupling
public method;br.ufal.academico.web.session.oferta.CadastroOfertaBean;br.ufal.academico.web.session.oferta.CadastroOfertaBean.getTurmaExclusao;0,0;0,0;0,0;0,0;1,0;0,0;0,0;2,0;1,0;0,0;28;MessageChain,FeatureEnvy,IntensiveCoupling
public method;br.ufal.academico.web.session.oferta.CadastroOfertaBean;br.ufal.academico.web.session.oferta.CadastroOfertaBean.setTurmaExclusao;0,0;0,0;0,0;0,0;1,0;0,0;0,0;2,0;2,0;1,0;28;MessageChain,FeatureEnvy,IntensiveCoupling
public method;br.ufal.academico.web.session.oferta.CadastroOfertaBean;br.ufal.academico.web.session.oferta.CadastroOfertaBean.getVersaoCursoService;0,0;0,0;0,0;0,0;1,0;0,0;0,0;2,0;1,0;0,0;28;MessageChain,FeatureEnvy,IntensiveCoupling
public method;br.ufal.academico.web.session.oferta.CadastroOfertaBean;br.ufal.academico.web.session.oferta.CadastroOfertaBean.setVersaoCursoService;0,0;0,0;0,0;0,0;1,0;0,0;0,0;2,0;2,0;1,0;28;MessageChain,FeatureEnvy,IntensiveCoupling
public method;br.ufal.academico.web.session.oferta.CadastroOfertaBean;br.ufal.academico.web.session.oferta.CadastroOfertaBean.getVagasFeras;0,0;0,0;0,0;0,0;1,0;0,0;0,0;2,0;1,0;0,0;28;MessageChain,FeatureEnvy,IntensiveCoupling
public method;br.ufal.academico.web.session.oferta.CadastroOfertaBean;br.ufal.academico.web.session.oferta.CadastroOfertaBean.setVagasFeras;0,0;0,0;0,0;0,0;1,0;0,0;0,0;2,0;2,0;1,0;28;MessageChain,FeatureEnvy,IntensiveCoupling
public method;br.ufal.academico.web.session.oferta.CadastroOfertaBean;br.ufal.academico.web.session.oferta.CadastroOfertaBean.getVagasTurno;0,0;0,0;0,0;0,0;1,0;0,0;0,0;2,0;1,0;0,0;28;MessageChain,FeatureEnvy,IntensiveCoupling
public method;br.ufal.academico.web.session.oferta.CadastroOfertaBean;br.ufal.academico.web.session.oferta.CadastroOfertaBean.setVagasTurno;0,0;0,0;0,0;0,0;1,0;0,0;0,0;2,0;2,0;1,0;28;MessageChain,FeatureEnvy,IntensiveCoupling
